"Line","Hybrid_Name","Env","SN","PTR","SB"
"SEEDFHB000318","SEEDFHB000318","Env4",8,0,4
"SEEDFHB000319","SEEDFHB000319","Env4",4,6,7
"SEEDFHB000320","SEEDFHB000320","Env4",4,14,4
"SEEDFHB000321","SEEDFHB000321","Env4",5,4,4
"SEEDFHB000322","SEEDFHB000322","Env4",4,0,4
"SEEDFHB000323","SEEDFHB000323","Env4",11,11,4
"SEEDFHB000324","SEEDFHB000324","Env4",4,0,4
"SEEDFHB000325","SEEDFHB000325","Env4",4,4,4
"SEEDFHB000326","SEEDFHB000326","Env4",10,2,4
"SEEDFHB000327","SEEDFHB000327","Env4",5,9,4
"SEEDFHB000328","SEEDFHB000328","Env4",4,4,7
"SEEDFHB000329","SEEDFHB000329","Env4",4,4,3
"SEEDFHB000330","SEEDFHB000330","Env4",8,4,4
"SEEDFHB000331","SEEDFHB000331","Env4",3,4,5
"SEEDFHB000332","SEEDFHB000332","Env4",4,0,0
"SEEDFHB000333","SEEDFHB000333","Env4",4,0,4
"SEEDFHB000334","SEEDFHB000334","Env4",6,4,4
"SEEDFHB000335","SEEDFHB000335","Env4",11,4,4
"SEEDFHB000336","SEEDFHB000336","Env4",4,4,4
"SEEDFHB000337","SEEDFHB000337","Env4",0,4,4
"SEEDFHB000338","SEEDFHB000338","Env4",10,4,0
"SEEDFHB000339","SEEDFHB000339","Env4",7,5,4
"SEEDFHB000340","SEEDFHB000340","Env4",4,7,4
"SEEDFHB000341","SEEDFHB000341","Env4",5,6,0
"SEEDFHB000342","SEEDFHB000342","Env4",4,4,6
"SEEDFHB000343","SEEDFHB000343","Env4",5,6,6
"SEEDFHB000344","SEEDFHB000344","Env4",11,4,6
"SEEDFHB000345","SEEDFHB000345","Env4",4,15,4
"SEEDFHB000346","SEEDFHB000346","Env4",3,11,7
"SEEDFHB000347","SEEDFHB000347","Env4",7,15,7
"SEEDFHB000348","SEEDFHB000348","Env4",4,15,11
"SEEDFHB000349","SEEDFHB000349","Env4",4,19,9
"SEEDFHB000350","SEEDFHB000350","Env4",4,4,5
"SEEDFHB000351","SEEDFHB000351","Env4",4,5,4
"SEEDFHB000352","SEEDFHB000352","Env4",7,5,6
"SEEDFHB000353","SEEDFHB000353","Env4",4,4,5
"SEEDFHB000354","SEEDFHB000354","Env4",4,4,0
"SEEDFHB000355","SEEDFHB000355","Env4",4,4,4
"SEEDFHB000356","SEEDFHB000356","Env4",3,4,4
"SEEDFHB000357","SEEDFHB000357","Env4",4,4,6
"SEEDFHB000358","SEEDFHB000358","Env4",5,5,6
"SEEDFHB000359","SEEDFHB000359","Env4",8,4,4
"SEEDFHB000360","SEEDFHB000360","Env4",4,4,7
"SEEDFHB000361","SEEDFHB000361","Env4",4,11,11
"SEEDFHB000362","SEEDFHB000362","Env4",7,11,5
"SEEDFHB000363","SEEDFHB000363","Env4",13,10,8
"SEEDFHB000364","SEEDFHB000364","Env4",6,9,11
"SEEDFHB000365","SEEDFHB000365","Env4",4,4,7
"SEEDFHB000366","SEEDFHB000366","Env4",7,4,10
"SEEDFHB000367","SEEDFHB000367","Env4",7,8,11
"SEEDFHB000368","SEEDFHB000368","Env4",11,11,14
"SEEDFHB000369","SEEDFHB000369","Env4",5,4,3
"SEEDFHB000370","SEEDFHB000370","Env4",4,19,0
"SEEDFHB000371","SEEDFHB000371","Env4",4,13,10
"SEEDFHB000372","SEEDFHB000372","Env4",4,0,5
"SEEDFHB000373","SEEDFHB000373","Env4",17,15,3
"SEEDFHB000374","SEEDFHB000374","Env4",8,7,3
"SEEDFHB000375","SEEDFHB000375","Env4",6,6,8
"SEEDFHB000376","SEEDFHB000376","Env4",4,11,7
"SEEDFHB000377","SEEDFHB000377","Env4",5,13,4
"SEEDFHB000378","SEEDFHB000378","Env4",11,0,4
"SEEDFHB000379","SEEDFHB000379","Env4",4,18,4
"SEEDFHB000380","SEEDFHB000380","Env4",10,14,5
"SEEDFHB000381","SEEDFHB000381","Env4",11,0,4
"SEEDFHB000382","SEEDFHB000382","Env4",13,14,9
"SEEDFHB000383","SEEDFHB000383","Env4",5,11,5
"SEEDFHB000384","SEEDFHB000384","Env4",11,6,9
"SEEDFHB000385","SEEDFHB000385","Env4",9,7,9
"SEEDFHB000386","SEEDFHB000386","Env4",4,4,4
"SEEDFHB000387","SEEDFHB000387","Env4",4,7,2
"SEEDFHB000388","SEEDFHB000388","Env4",13,4,6
"SEEDFHB000389","SEEDFHB000389","Env4",4,10,4
"SEEDFHB000390","SEEDFHB000390","Env4",6,0,0
"SEEDFHB000391","SEEDFHB000391","Env4",4,7,0
"SEEDFHB000392","SEEDFHB000392","Env4",4,9,5
"SEEDFHB000393","SEEDFHB000393","Env4",4,9,4
"SEEDFHB000394","SEEDFHB000394","Env4",4,5,7
"SEEDFHB000395","SEEDFHB000395","Env4",4,7,7
"SEEDFHB000396","SEEDFHB000396","Env4",4,0,4
"SEEDFHB000397","SEEDFHB000397","Env4",5,0,3
"SEEDFHB000398","SEEDFHB000398","Env4",11,4,4
"SEEDFHB000399","SEEDFHB000399","Env4",4,5,6
"SEEDFHB000400","SEEDFHB000400","Env4",4,7,6
"SEEDFHB000401","SEEDFHB000401","Env4",4,4,3
"SEEDFHB000402","SEEDFHB000402","Env4",4,4,4
"SEEDFHB000403","SEEDFHB000403","Env4",4,4,6
"SEEDFHB000404","SEEDFHB000404","Env4",4,7,0
"SEEDFHB000405","SEEDFHB000405","Env4",0,0,0
"SEEDFHB000406","SEEDFHB000406","Env4",4,6,0
"SEEDFHB000407","SEEDFHB000407","Env4",6,0,9
"SEEDFHB000408","SEEDFHB000408","Env4",4,5,11
"SEEDFHB000409","SEEDFHB000409","Env4",5,7,9
"SEEDFHB000410","SEEDFHB000410","Env4",10,11,4
"SEEDFHB000411","SEEDFHB000411","Env4",5,7,10
"SEEDFHB000412","SEEDFHB000412","Env4",6,7,7
"SEEDFHB000413","SEEDFHB000413","Env4",5,11,10
"SEEDFHB000414","SEEDFHB000414","Env4",4,4,7
"SEEDFHB000415","SEEDFHB000415","Env4",2,0,9
"SEEDFHB000416","SEEDFHB000416","Env4",4,4,0
"SEEDFHB000417","SEEDFHB000417","Env4",3,4,4
"SEEDFHB000418","SEEDFHB000418","Env4",4,6,9
"SEEDFHB000419","SEEDFHB000419","Env4",4,4,3
"SEEDFHB000420","SEEDFHB000420","Env4",2,2,0
"SEEDFHB000421","SEEDFHB000421","Env4",4,4,4
"SEEDFHB000422","SEEDFHB000422","Env4",4,7,2
"SEEDFHB000423","SEEDFHB000423","Env4",8,10,3
"SEEDFHB000424","SEEDFHB000424","Env4",7,4,7
"SEEDFHB000425","SEEDFHB000425","Env4",4,5,4
"SEEDFHB000426","SEEDFHB000426","Env4",4,6,8
"SEEDFHB000427","SEEDFHB000427","Env4",3,10,4
"SEEDFHB000428","SEEDFHB000428","Env4",4,8,4
"SEEDFHB000429","SEEDFHB000429","Env4",2,4,4
"SEEDFHB000430","SEEDFHB000430","Env4",4,11,5
"SEEDFHB000431","SEEDFHB000431","Env4",4,10,7
"SEEDFHB000432","SEEDFHB000432","Env4",9,6,7
"SEEDFHB000433","SEEDFHB000433","Env4",7,0,4
"SEEDFHB000434","SEEDFHB000434","Env4",4,7,6
"SEEDFHB000435","SEEDFHB000435","Env4",11,13,4
"SEEDFHB000436","SEEDFHB000436","Env4",4,5,4
"SEEDFHB000437","SEEDFHB000437","Env4",4,11,3
"SEEDFHB000438","SEEDFHB000438","Env4",4,6,7
"SEEDFHB000439","SEEDFHB000439","Env4",4,15,0
"SEEDFHB000440","SEEDFHB000440","Env4",4,7,10
"SEEDFHB000441","SEEDFHB000441","Env4",5,5,4
"SEEDFHB000442","SEEDFHB000442","Env4",4,0,4
"SEEDFHB000443","SEEDFHB000443","Env4",4,4,9
"SEEDFHB000444","SEEDFHB000444","Env4",4,4,5
"SEEDFHB000445","SEEDFHB000445","Env4",11,5,4
"SEEDFHB000446","SEEDFHB000446","Env4",0,4,7
"SEEDFHB000447","SEEDFHB000447","Env4",7,0,4
"SEEDFHB000448","SEEDFHB000448","Env4",11,5,9
"SEEDFHB000449","SEEDFHB000449","Env4",8,5,4
"SEEDFHB000450","SEEDFHB000450","Env4",8,8,9
"SEEDFHB000451","SEEDFHB000451","Env4",7,11,10
"SEEDFHB000452","SEEDFHB000452","Env4",4,8,5
"SEEDFHB000453","SEEDFHB000453","Env4",11,11,0
"SEEDFHB000454","SEEDFHB000454","Env4",4,4,4
"SEEDFHB000455","SEEDFHB000455","Env4",4,4,7
"SEEDFHB000456","SEEDFHB000456","Env4",10,7,0
"SEEDFHB000457","SEEDFHB000457","Env4",6,5,4
"SEEDFHB000458","SEEDFHB000458","Env4",8,4,3
"SEEDFHB000459","SEEDFHB000459","Env4",4,4,7
"SEEDFHB000460","SEEDFHB000460","Env4",4,4,4
"SEEDFHB000461","SEEDFHB000461","Env4",4,8,7
"SEEDFHB000462","SEEDFHB000462","Env4",4,5,4
"SEEDFHB000463","SEEDFHB000463","Env4",4,0,0
"SEEDFHB000464","SEEDFHB000464","Env4",6,0,9
"SEEDFHB000465","SEEDFHB000465","Env4",6,11,7
"SEEDFHB000466","SEEDFHB000466","Env4",4,11,6
"SEEDFHB000467","SEEDFHB000467","Env4",4,11,8
"SEEDFHB000468","SEEDFHB000468","Env4",4,7,7
"SEEDFHB000469","SEEDFHB000469","Env4",4,4,6
"SEEDFHB000470","SEEDFHB000470","Env4",4,5,7
"SEEDFHB000471","SEEDFHB000471","Env4",4,9,7
"SEEDFHB000472","SEEDFHB000472","Env4",7,0,4
"SEEDFHB000473","SEEDFHB000473","Env4",4,0,0
"SEEDFHB000474","SEEDFHB000474","Env4",2,0,7
"SEEDFHB000475","SEEDFHB000475","Env4",17,11,6
"SEEDFHB000476","SEEDFHB000476","Env4",4,8,4
"SEEDFHB000477","SEEDFHB000477","Env4",5,4,7
"SEEDFHB000478","SEEDFHB000478","Env4",10,0,15
"SEEDFHB000479","SEEDFHB000479","Env4",4,15,9
"SEEDFHB000480","SEEDFHB000480","Env4",4,4,7
"SEEDFHB000481","SEEDFHB000481","Env4",11,0,4
"SEEDFHB000482","SEEDFHB000482","Env4",4,0,7
"SEEDFHB000483","SEEDFHB000483","Env4",11,19,8
"SEEDFHB000484","SEEDFHB000484","Env4",4,8,5
"SEEDFHB000485","SEEDFHB000485","Env4",4,11,2
"SEEDFHB000486","SEEDFHB000486","Env4",10,11,6
"SEEDFHB000487","SEEDFHB000487","Env4",9,10,9
"SEEDFHB000488","SEEDFHB000488","Env4",7,7,9
"SEEDFHB000489","SEEDFHB000489","Env4",6,11,11
"SEEDFHB000490","SEEDFHB000490","Env4",4,13,0
"SEEDFHB000491","SEEDFHB000491","Env4",4,4,5
"SEEDFHB000492","SEEDFHB000492","Env4",5,4,7
"SEEDFHB000493","SEEDFHB000493","Env4",6,11,0
"SEEDFHB000494","SEEDFHB000494","Env4",6,7,0
"SEEDFHB000495","SEEDFHB000495","Env4",5,6,0
"SEEDFHB000496","SEEDFHB000496","Env4",6,4,4
"SEEDFHB000497","SEEDFHB000497","Env4",4,4,0
"SEEDFHB000498","SEEDFHB000498","Env4",4,10,4
"SEEDFHB000499","SEEDFHB000499","Env4",7,15,4
"SEEDFHB000500","SEEDFHB000500","Env4",7,0,4
"SEEDFHB000501","SEEDFHB000501","Env4",4,8,6
"SEEDFHB000502","SEEDFHB000502","Env4",7,3,10
"SEEDFHB000503","SEEDFHB000503","Env4",0,0,11
"SEEDFHB000504","SEEDFHB000504","Env4",10,5,12
"SEEDFHB000505","SEEDFHB000505","Env4",10,7,6
"SEEDFHB000506","SEEDFHB000506","Env4",10,8,11
"SEEDFHB000507","SEEDFHB000507","Env4",11,11,10
"SEEDFHB000508","SEEDFHB000508","Env4",4,4,4
"SEEDFHB000509","SEEDFHB000509","Env4",4,6,0
"SEEDFHB000510","SEEDFHB000510","Env4",4,0,11
"SEEDFHB000511","SEEDFHB000511","Env4",4,4,0
"SEEDFHB000512","SEEDFHB000512","Env4",8,11,0
"SEEDFHB000513","SEEDFHB000513","Env4",5,5,7
"SEEDFHB000514","SEEDFHB000514","Env4",10,7,10
"SEEDFHB000515","SEEDFHB000515","Env4",5,4,7
"SEEDFHB000516","SEEDFHB000516","Env4",6,4,7
"SEEDFHB000517","SEEDFHB000517","Env4",15,5,2
"SEEDFHB000518","SEEDFHB000518","Env4",4,6,4
"SEEDFHB000519","SEEDFHB000519","Env4",4,9,7
"SEEDFHB000520","SEEDFHB000520","Env4",10,6,3
"SEEDFHB000521","SEEDFHB000521","Env4",4,7,14
"SEEDFHB000522","SEEDFHB000522","Env4",10,4,7
"SEEDFHB000523","SEEDFHB000523","Env4",8,7,7
"SEEDFHB000524","SEEDFHB000524","Env4",4,5,4
"SEEDFHB000525","SEEDFHB000525","Env4",4,4,4
"SEEDFHB000526","SEEDFHB000526","Env4",11,5,4
"SEEDFHB000527","SEEDFHB000527","Env4",11,8,5
"SEEDFHB000528","SEEDFHB000528","Env4",6,8,7
"SEEDFHB000529","SEEDFHB000529","Env4",7,4,9
"SEEDFHB000530","SEEDFHB000530","Env4",5,4,4
"SEEDFHB000531","SEEDFHB000531","Env4",7,4,3
"SEEDFHB000532","SEEDFHB000532","Env4",11,4,7
"SEEDFHB000533","SEEDFHB000533","Env4",4,9,0
"SEEDFHB000534","SEEDFHB000534","Env4",14,11,4
"SEEDFHB000535","SEEDFHB000535","Env4",4,4,7
"SEEDFHB000536","SEEDFHB000536","Env4",2,7,4
"SEEDFHB000537","SEEDFHB000537","Env4",4,11,11
"SEEDFHB000538","SEEDFHB000538","Env4",3,6,4
"SEEDFHB000539","SEEDFHB000539","Env4",2,2,2
"SEEDFHB000540","SEEDFHB000540","Env4",4,6,4
"SEEDFHB000541","SEEDFHB000541","Env4",4,9,4
"SEEDFHB000542","SEEDFHB000542","Env4",0,0,2
"SEEDFHB000543","SEEDFHB000543","Env4",4,11,10
"SEEDFHB000544","SEEDFHB000544","Env4",4,0,9
"SEEDFHB000545","SEEDFHB000545","Env4",4,0,2
"SEEDFHB000546","SEEDFHB000546","Env4",9,11,7
"SEEDFHB000547","SEEDFHB000547","Env4",4,2,7
"SEEDFHB000548","SEEDFHB000548","Env4",2,10,5
"SEEDFHB000549","SEEDFHB000549","Env4",11,4,7
"SEEDFHB000550","SEEDFHB000550","Env4",4,7,3
"SEEDFHB000551","SEEDFHB000551","Env4",4,4,2
"SEEDFHB000552","SEEDFHB000552","Env4",4,5,6
"SEEDFHB000553","SEEDFHB000553","Env4",4,7,2
"SEEDFHB000554","SEEDFHB000554","Env4",4,4,6
"SEEDFHB000555","SEEDFHB000555","Env4",4,4,5
"SEEDFHB000556","SEEDFHB000556","Env4",4,4,4
"SEEDFHB000557","SEEDFHB000557","Env4",8,4,7
"SEEDFHB000558","SEEDFHB000558","Env4",8,11,11
"SEEDFHB000559","SEEDFHB000559","Env4",3,4,7
"SEEDFHB000560","SEEDFHB000560","Env4",0,0,6
"SEEDFHB000561","SEEDFHB000561","Env4",5,4,11
"SEEDFHB000562","SEEDFHB000562","Env4",11,10,18
"SEEDFHB000563","SEEDFHB000563","Env4",0,0,11
"SEEDFHB000564","SEEDFHB000564","Env4",8,0,11
"SEEDFHB000565","SEEDFHB000565","Env4",7,6,11
"SEEDFHB000566","SEEDFHB000566","Env4",4,5,4
"SEEDFHB000567","SEEDFHB000567","Env4",4,4,8
"SEEDFHB000568","SEEDFHB000568","Env4",4,4,11
"SEEDFHB000569","SEEDFHB000569","Env4",4,0,7
"SEEDFHB000570","SEEDFHB000570","Env4",4,0,4
"SEEDFHB000571","SEEDFHB000571","Env4",6,4,4
"SEEDFHB000572","SEEDFHB000572","Env4",6,5,4
"SEEDFHB000573","SEEDFHB000573","Env4",9,7,8
"SEEDFHB000574","SEEDFHB000574","Env4",8,5,4
"SEEDFHB000575","SEEDFHB000575","Env4",4,8,4
"SEEDFHB000576","SEEDFHB000576","Env4",4,6,7
"SEEDFHB000577","SEEDFHB000577","Env4",10,3,5
"SEEDFHB000578","SEEDFHB000578","Env4",4,0,7
"SEEDFHB000579","SEEDFHB000579","Env4",5,0,4
"SEEDFHB000580","SEEDFHB000580","Env4",3,5,9
"SEEDFHB000581","SEEDFHB000581","Env4",4,4,4
"SEEDFHB000582","SEEDFHB000582","Env4",11,11,10
"SEEDFHB000583","SEEDFHB000583","Env4",3,2,4
"SEEDFHB000584","SEEDFHB000584","Env4",3,4,2
"SEEDFHB000585","SEEDFHB000585","Env4",11,11,4
"SEEDFHB000586","SEEDFHB000586","Env4",5,5,3
"SEEDFHB000587","SEEDFHB000587","Env4",11,8,9
"SEEDFHB000588","SEEDFHB000588","Env4",2,4,9
"SEEDFHB000589","SEEDFHB000589","Env4",4,5,4
"SEEDFHB000590","SEEDFHB000590","Env4",2,0,7
"SEEDFHB000591","SEEDFHB000591","Env4",4,5,4
"SEEDFHB000592","SEEDFHB000592","Env4",6,11,11
"SEEDFHB000593","SEEDFHB000593","Env4",4,9,4
"SEEDFHB000594","SEEDFHB000594","Env4",9,8,0
"SEEDFHB000595","SEEDFHB000595","Env4",8,5,4
"SEEDFHB000596","SEEDFHB000596","Env4",8,11,6
"SEEDFHB000597","SEEDFHB000597","Env4",4,4,0
"SEEDFHB000598","SEEDFHB000598","Env4",2,4,3
"SEEDFHB000599","SEEDFHB000599","Env4",10,11,9
"SEEDFHB000600","SEEDFHB000600","Env4",4,3,9
"SEEDFHB000601","SEEDFHB000601","Env4",4,9,0
"SEEDFHB000602","SEEDFHB000602","Env4",4,7,5
"SEEDFHB000603","SEEDFHB000603","Env4",14,11,7
"SEEDFHB000604","SEEDFHB000604","Env4",17,15,4
"SEEDFHB000605","SEEDFHB000605","Env4",11,0,7
"SEEDFHB000606","SEEDFHB000606","Env4",3,0,4
"SEEDFHB000607","SEEDFHB000607","Env4",8,4,7
"SEEDFHB000608","SEEDFHB000608","Env4",4,0,6
"SEEDFHB000609","SEEDFHB000609","Env4",9,0,6
"SEEDFHB000610","SEEDFHB000610","Env4",9,0,6
"SEEDFHB000611","SEEDFHB000611","Env4",4,0,2
"SEEDFHB000612","SEEDFHB000612","Env4",5,0,3
"SEEDFHB000613","SEEDFHB000613","Env4",6,5,5
"SEEDFHB000614","SEEDFHB000614","Env4",4,8,7
"SEEDFHB000615","SEEDFHB000615","Env4",4,9,7
"SEEDFHB000616","SEEDFHB000616","Env4",0,6,7
"SEEDFHB000617","SEEDFHB000617","Env4",4,7,0
"SEEDFHB000618","SEEDFHB000618","Env4",4,4,3
"SEEDFHB000619","SEEDFHB000619","Env4",11,0,7
"SEEDFHB000620","SEEDFHB000620","Env4",10,8,15
"SEEDFHB000621","SEEDFHB000621","Env4",13,7,4
"SEEDFHB000622","SEEDFHB000622","Env4",4,4,6
"SEEDFHB000623","SEEDFHB000623","Env4",4,4,4
"SEEDFHB000624","SEEDFHB000624","Env4",5,2,0
"SEEDFHB000625","SEEDFHB000625","Env4",4,5,8
"SEEDFHB000626","SEEDFHB000626","Env4",4,0,11
"SEEDFHB000627","SEEDFHB000627","Env4",4,4,0
"SEEDFHB000628","SEEDFHB000628","Env4",4,3,0
"SEEDFHB000629","SEEDFHB000629","Env4",5,4,0
"SEEDFHB000630","SEEDFHB000630","Env4",4,4,5
"SEEDFHB000631","SEEDFHB000631","Env4",4,8,6
"SEEDFHB000632","SEEDFHB000632","Env4",4,0,7
"SEEDFHB000633","SEEDFHB000633","Env4",11,4,9
"SEEDFHB000634","SEEDFHB000634","Env4",0,4,7
"SEEDFHB000635","SEEDFHB000635","Env4",11,9,5
"SEEDFHB000636","SEEDFHB000636","Env4",12,13,9
"SEEDFHB000637","SEEDFHB000637","Env4",11,0,4
"SEEDFHB000638","SEEDFHB000638","Env4",0,0,2
"SEEDFHB000639","SEEDFHB000639","Env4",4,0,3
"SEEDFHB000640","SEEDFHB000640","Env4",11,0,6
"SEEDFHB000641","SEEDFHB000641","Env4",11,8,11
"SEEDFHB000642","SEEDFHB000642","Env4",13,0,6
"SEEDFHB000643","SEEDFHB000643","Env4",11,4,4
"SEEDFHB000644","SEEDFHB000644","Env4",4,4,4
"SEEDFHB000645","SEEDFHB000645","Env4",4,4,0
"SEEDFHB000646","SEEDFHB000646","Env4",5,4,4
"SEEDFHB000647","SEEDFHB000647","Env4",9,0,5
"SEEDFHB000648","SEEDFHB000648","Env4",11,7,6
"SEEDFHB000649","SEEDFHB000649","Env4",11,5,6
"SEEDFHB000650","SEEDFHB000650","Env4",9,0,3
"SEEDFHB000651","SEEDFHB000651","Env4",0,4,7
"SEEDFHB000652","SEEDFHB000652","Env4",4,4,8
"SEEDFHB000653","SEEDFHB000653","Env4",4,6,7
"SEEDFHB000654","SEEDFHB000654","Env4",4,5,5
"SEEDFHB000655","SEEDFHB000655","Env4",4,4,4
"SEEDFHB000656","SEEDFHB000656","Env4",4,4,5
"SEEDFHB000657","SEEDFHB000657","Env4",5,6,7
"SEEDFHB000658","SEEDFHB000658","Env4",4,7,6
"SEEDFHB000659","SEEDFHB000659","Env4",12,4,13
"SEEDFHB000660","SEEDFHB000660","Env4",11,0,4
"SEEDFHB000661","SEEDFHB000661","Env4",4,0,4
"SEEDFHB000662","SEEDFHB000662","Env4",10,2,4
"SEEDFHB000663","SEEDFHB000663","Env4",11,4,6
"SEEDFHB000664","SEEDFHB000664","Env4",7,4,4
"SEEDFHB000665","SEEDFHB000665","Env4",4,7,5
"SEEDFHB000666","SEEDFHB000666","Env4",4,0,0
"SEEDFHB000667","SEEDFHB000667","Env4",4,3,6
"SEEDFHB000668","SEEDFHB000668","Env4",4,0,3
"SEEDFHB000669","SEEDFHB000669","Env4",11,0,5
"SEEDFHB000670","SEEDFHB000670","Env4",14,5,4
"SEEDFHB000671","SEEDFHB000671","Env4",11,5,5
"SEEDFHB000672","SEEDFHB000672","Env4",4,8,4
"SEEDFHB000673","SEEDFHB000673","Env4",4,4,4
"SEEDFHB000674","SEEDFHB000674","Env4",4,4,4
"SEEDFHB000675","SEEDFHB000675","Env4",2,4,9
"SEEDFHB000676","SEEDFHB000676","Env4",4,4,4
"SEEDFHB000677","SEEDFHB000677","Env4",4,0,4
"SEEDFHB000678","SEEDFHB000678","Env4",8,0,4
"SEEDFHB000679","SEEDFHB000679","Env4",4,2,4
"SEEDFHB000680","SEEDFHB000680","Env4",4,4,7
"SEEDFHB000681","SEEDFHB000681","Env4",4,4,7
"SEEDFHB000682","SEEDFHB000682","Env4",4,5,4
"SEEDFHB000683","SEEDFHB000683","Env4",4,0,0
"SEEDFHB000684","SEEDFHB000684","Env4",11,0,7
"SEEDFHB000685","SEEDFHB000685","Env4",4,8,9
"SEEDFHB000686","SEEDFHB000686","Env4",4,4,5
"SEEDFHB000687","SEEDFHB000687","Env4",4,3,4
"SEEDFHB000688","SEEDFHB000688","Env4",4,4,5
"SEEDFHB000689","SEEDFHB000689","Env4",4,5,4
"SEEDFHB000690","SEEDFHB000690","Env4",7,4,6
"SEEDFHB000691","SEEDFHB000691","Env4",4,6,4
"SEEDFHB000692","SEEDFHB000692","Env4",4,6,9
"SEEDFHB000693","SEEDFHB000693","Env4",17,0,7
"SEEDFHB000694","SEEDFHB000694","Env4",11,11,4
"SEEDFHB000695","SEEDFHB000695","Env4",19,10,4
"SEEDFHB000696","SEEDFHB000696","Env4",11,11,4
"SEEDFHB000697","SEEDFHB000697","Env4",0,5,4
"SEEDFHB000698","SEEDFHB000698","Env4",4,7,11
"SEEDFHB000699","SEEDFHB000699","Env4",11,4,4
"SEEDFHB000700","SEEDFHB000700","Env4",6,4,4
"SEEDFHB000701","SEEDFHB000701","Env4",19,8,6
"SEEDFHB000702","SEEDFHB000702","Env4",4,0,4
"SEEDFHB000703","SEEDFHB000703","Env4",4,13,10
"SEEDFHB000704","SEEDFHB000704","Env4",4,13,4
"SEEDFHB000705","SEEDFHB000705","Env4",6,5,4
"SEEDFHB000706","SEEDFHB000706","Env4",7,4,2
"SEEDFHB000707","SEEDFHB000707","Env4",4,0,6
"SEEDFHB000708","SEEDFHB000708","Env4",14,19,4
"SEEDFHB000709","SEEDFHB000709","Env4",4,0,11
"SEEDFHB000710","SEEDFHB000710","Env4",4,2,7
"SEEDFHB000711","SEEDFHB000711","Env4",4,7,4
"SEEDFHB000712","SEEDFHB000712","Env4",4,4,7
"SEEDFHB000713","SEEDFHB000713","Env4",4,0,4
"SEEDFHB000714","SEEDFHB000714","Env4",4,8,7
"SEEDFHB000715","SEEDFHB000715","Env4",0,11,4
"SEEDFHB000716","SEEDFHB000716","Env4",11,7,7
"SEEDFHB000717","SEEDFHB000717","Env4",2,7,4
"SEEDFHB000718","SEEDFHB000718","Env4",11,4,7
"SEEDFHB000719","SEEDFHB000719","Env4",15,5,4
"SEEDFHB000720","SEEDFHB000720","Env4",4,7,4
"SEEDFHB000283","SEEDFHB000283","Env5",5,5,11
"SEEDFHB000284","SEEDFHB000284","Env5",11,13,4
"SEEDFHB000285","SEEDFHB000285","Env5",7,4,0
"SEEDFHB000286","SEEDFHB000286","Env5",4,4,0
"SEEDFHB000287","SEEDFHB000287","Env5",2,0,4
"SEEDFHB000288","SEEDFHB000288","Env5",7,13,8
"SEEDFHB000289","SEEDFHB000289","Env5",9,7,4
"SEEDFHB000290","SEEDFHB000290","Env5",4,7,7
"SEEDFHB000291","SEEDFHB000291","Env5",10,4,10
"SEEDFHB000292","SEEDFHB000292","Env5",4,13,7
"SEEDFHB000293","SEEDFHB000293","Env5",4,5,11
"SEEDFHB000294","SEEDFHB000294","Env5",10,5,7
"SEEDFHB000295","SEEDFHB000295","Env5",5,5,4
"SEEDFHB000296","SEEDFHB000296","Env5",4,4,5
"SEEDFHB000297","SEEDFHB000297","Env5",4,6,5
"SEEDFHB000298","SEEDFHB000298","Env5",5,7,5
"SEEDFHB000299","SEEDFHB000299","Env5",7,11,11
"SEEDFHB000300","SEEDFHB000300","Env5",7,11,11
"SEEDFHB000301","SEEDFHB000301","Env5",4,7,10
"SEEDFHB000302","SEEDFHB000302","Env5",5,9,7
"SEEDFHB000303","SEEDFHB000303","Env5",4,6,0
"SEEDFHB000304","SEEDFHB000304","Env5",4,6,4
"SEEDFHB000305","SEEDFHB000305","Env5",6,4,7
"SEEDFHB000306","SEEDFHB000306","Env5",4,9,4
"SEEDFHB000307","SEEDFHB000307","Env5",4,4,4
"SEEDFHB000308","SEEDFHB000308","Env5",11,7,4
"SEEDFHB000309","SEEDFHB000309","Env5",6,6,6
"SEEDFHB000310","SEEDFHB000310","Env5",12,13,4
"SEEDFHB000311","SEEDFHB000311","Env5",4,6,7
"SEEDFHB000312","SEEDFHB000312","Env5",4,6,10
"SEEDFHB000313","SEEDFHB000313","Env5",4,4,6
"SEEDFHB000314","SEEDFHB000314","Env5",4,7,7
"SEEDFHB000315","SEEDFHB000315","Env5",11,4,0
"SEEDFHB000316","SEEDFHB000316","Env5",4,11,7
"SEEDFHB000317","SEEDFHB000317","Env5",4,5,7
"SEEDFHB000318","SEEDFHB000318","Env5",4,4,4
"SEEDFHB000319","SEEDFHB000319","Env5",4,4,10
"SEEDFHB000320","SEEDFHB000320","Env5",4,7,4
"SEEDFHB000321","SEEDFHB000321","Env5",4,5,4
"SEEDFHB000322","SEEDFHB000322","Env5",4,5,2
"SEEDFHB000323","SEEDFHB000323","Env5",8,9,7
"SEEDFHB000324","SEEDFHB000324","Env5",4,4,0
"SEEDFHB000325","SEEDFHB000325","Env5",4,5,0
"SEEDFHB000326","SEEDFHB000326","Env5",5,0,0
"SEEDFHB000327","SEEDFHB000327","Env5",6,6,5
"SEEDFHB000328","SEEDFHB000328","Env5",4,5,11
"SEEDFHB000329","SEEDFHB000329","Env5",6,5,6
